timestamp,station,year,month,hour,day_name,season,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2013-03-16 09:00:00,Aotizhongxin,2013,3,9,Saturday,Spring,272.0,289.0,112.0,87.0,2100.0,44.0,10.7,1020.9,0.7,0.0,WSW,1.3
2013-03-16 14:00:00,Aotizhongxin,2013,3,14,Saturday,Spring,166.0,169.0,76.0,61.0,1700.0,92.0,14.5,1016.6,0.3,0.0,S,2.1
2013-03-16 17:00:00,Aotizhongxin,2013,3,17,Saturday,Spring,185.0,204.0,85.0,81.0,2700.0,94.0,12.4,1014.8,1.7,0.0,S,2.1
2013-03-16 20:00:00,Aotizhongxin,2013,3,20,Saturday,Spring,197.0,223.0,61.0,85.0,2200.0,94.0,10.0,1014.6,2.1,0.0,S,1.6
2013-03-17 03:00:00,Aotizhongxin,2013,3,3,Sunday,Spring,217.0,219.0,43.0,98.0,2500.0,94.0,6.8,1008.8,2.3,0.0,WSW,1.4
2013-03-17 04:00:00,Aotizhongxin,2013,3,4,Sunday,Spring,183.0,195.0,46.0,86.0,2299.0,94.0,5.9,1007.9,2.2,0.0,W,0.6
2013-03-17 12:00:00,Aotizhongxin,2013,3,12,Sunday,Spring,322.0,326.0,126.0,146.0,3000.0,94.0,14.4,1000.1,2.9,0.0,SSW,1.2
2013-03-17 13:00:00,Aotizhongxin,2013,3,13,Sunday,Spring,294.0,347.0,120.0,142.0,2799.0,94.0,15.1,998.7,3.2,0.0,S,2.1
2013-03-17 17:00:00,Aotizhongxin,2013,3,17,Sunday,Spring,356.0,369.0,92.0,98.0,2200.0,107.0,14.1,996.1,4.9,0.0,SSW,0.9
2013-03-18 00:00:00,Aotizhongxin,2013,3,0,Monday,Spring,450.0,494.0,48.0,156.0,4099.0,107.0,9.0,995.9,2.8,0.0,N,1.8
2013-03-18 15:00:00,Aotizhongxin,2013,3,15,Monday,Spring,14.0,6.0,10.0,16.0,400.0,107.0,11.5,1000.4,-12.1,0.0,S,1.7
2013-03-18 20:00:00,Aotizhongxin,2013,3,20,Monday,Spring,55.0,133.0,38.0,50.0,800.0,42.0,4.4,1003.7,-3.6,0.1,S,4.7
2013-03-18 22:00:00,Aotizhongxin,2013,3,22,Monday,Spring,37.0,59.0,23.0,42.0,800.0,41.0,2.9,1004.0,-4.1,0.0,S,2.0
2013-03-18 23:00:00,Aotizhongxin,2013,3,23,Monday,Spring,37.0,59.0,23.0,42.0,800.0,43.0,2.6,1004.9,-4.0,0.0,S,2.1
2013-03-19 06:00:00,Aotizhongxin,2013,3,6,Tuesday,Spring,32.0,39.0,13.0,62.0,,10.0,0.4,1006.6,-2.8,0.0,NNE,1.1
2013-03-19 09:00:00,Aotizhongxin,2013,3,9,Tuesday,Spring,38.0,57.0,26.0,51.0,,18.0,2.6,1008.2,-3.5,0.0,NNE,2.9
2013-03-19 15:00:00,Aotizhongxin,2013,3,15,Tuesday,Spring,52.0,57.0,22.0,35.0,600.0,34.0,4.4,1008.2,0.2,0.0,NE,2.1
2013-03-19 19:00:00,Aotizhongxin,2013,3,19,Tuesday,Spring,30.0,30.0,10.0,50.0,900.0,14.0,1.7,1013.2,1.0,1.4,NE,2.3
2013-03-20 01:00:00,Aotizhongxin,2013,3,1,Wednesday,Spring,47.0,47.0,5.0,40.0,800.0,10.0,-1.2,1018.1,-1.5,1.6,SW,1.2
2013-03-20 03:00:00,Aotizhongxin,2013,3,3,Wednesday,Spring,52.0,42.0,5.0,39.0,1100.0,9.0,-1.1,1018.7,-1.2,1.5,NE,1.2
2013-03-20 04:00:00,Aotizhongxin,2013,3,4,Wednesday,Spring,52.0,35.0,5.0,40.0,1000.0,10.0,-2.1,1019.0,-2.4,2.5,E,1.6
2013-03-20 06:00:00,Aotizhongxin,2013,3,6,Wednesday,Spring,23.0,6.0,3.0,22.0,700.0,27.0,-5.7,1019.6,-6.0,0.0,N,0.0
2013-03-20 08:00:00,Aotizhongxin,2013,3,8,Wednesday,Spring,39.0,51.0,9.0,61.0,1300.0,4.0,-0.1,1020.7,-1.1,0.0,W,1.7
2013-03-20 09:00:00,Aotizhongxin,2013,3,9,Wednesday,Spring,42.0,23.0,24.0,72.0,1300.0,7.0,1.9,1021.0,-2.1,0.0,SW,2.3
2013-03-20 14:00:00,Aotizhongxin,2013,3,14,Wednesday,Spring,51.0,27.0,20.0,27.0,800.0,68.0,5.4,1016.6,-3.4,0.0,SW,3.8
2013-03-20 18:00:00,Aotizhongxin,2013,3,18,Wednesday,Spring,59.0,63.0,17.0,37.0,700.0,55.0,3.8,1014.2,-2.4,0.0,SW,3.4
2013-03-20 19:00:00,Aotizhongxin,2013,3,19,Wednesday,Spring,78.0,81.0,9.0,53.0,800.0,36.0,3.4,1014.2,-2.4,0.0,SW,3.9
2013-03-21 00:00:00,Aotizhongxin,2013,3,0,Thursday,Spring,92.0,108.0,8.0,51.0,1000.0,26.0,1.9,1011.3,-2.6,0.0,SW,2.3
2013-03-21 05:00:00,Aotizhongxin,2013,3,5,Thursday,Spring,73.0,79.0,6.0,54.0,900.0,9.0,-1.7,1008.0,-2.7,0.0,ESE,0.1
2013-03-21 07:00:00,Aotizhongxin,2013,3,7,Thursday,Spring,112.0,114.0,6.0,68.0,1399.0,2.0,0.2,1006.9,-2.0,0.0,N,0.7
2013-03-21 11:00:00,Aotizhongxin,2013,3,11,Thursday,Spring,142.0,163.0,39.0,82.0,1700.0,6.0,5.0,1003.0,-1.9,0.0,ENE,2.4
2013-03-21 19:00:00,Aotizhongxin,2013,3,19,Thursday,Spring,202.0,240.0,24.0,129.0,1700.0,7.0,5.5,1002.5,0.1,0.0,NE,1.4
2013-03-21 21:00:00,Aotizhongxin,2013,3,21,Thursday,Spring,205.0,218.0,22.0,122.0,1700.0,6.0,4.8,1004.4,0.0,0.0,ENE,1.4
2013-03-22 01:00:00,Aotizhongxin,2013,3,1,Friday,Spring,172.0,179.0,18.0,101.0,1600.0,3.0,1.7,1008.7,-0.1,0.0,NE,0.6
2013-03-22 02:00:00,Aotizhongxin,2013,3,2,Friday,Spring,160.0,168.0,20.0,95.0,1399.0,2.0,1.1,1009.5,-0.4,0.0,NE,1.1
2013-03-22 08:00:00,Aotizhongxin,2013,3,8,Friday,Spring,10.0,15.0,24.0,66.0,600.0,19.0,7.6,1014.8,-9.3,0.0,ENE,2.3
2013-03-22 12:00:00,Aotizhongxin,2013,3,12,Friday,Spring,63.0,157.0,51.0,57.0,1200.0,39.0,9.2,1012.5,-3.7,0.0,WSW,5.0
2013-03-22 13:00:00,Aotizhongxin,2013,3,13,Friday,Spring,56.0,130.0,41.0,48.0,1000.0,48.0,9.8,1011.9,-1.3,0.0,SW,3.9
2013-03-22 16:00:00,Aotizhongxin,2013,3,16,Friday,Spring,66.0,181.0,29.0,44.0,900.0,66.0,9.3,1010.2,-2.0,0.0,SSW,2.9
2013-03-23 04:00:00,Aotizhongxin,2013,3,4,Saturday,Spring,44.0,71.0,10.0,85.0,,2.0,0.8,1007.7,-2.3,0.0,N,1.3
2013-03-23 10:00:00,Aotizhongxin,2013,3,10,Saturday,Spring,79.0,104.0,70.0,72.0,,10.0,4.2,1005.2,-4.5,0.0,NNE,1.9
2013-03-23 21:00:00,Aotizhongxin,2013,3,21,Saturday,Spring,11.0,30.0,3.0,13.0,,78.0,4.6,1015.3,-15.3,0.0,NNE,3.9
2013-03-23 22:00:00,Aotizhongxin,2013,3,22,Saturday,Spring,7.0,16.0,3.0,12.0,,78.0,3.9,1016.0,-14.9,0.0,NNE,2.8
2013-03-24 11:00:00,Aotizhongxin,2013,3,11,Sunday,Spring,11.0,13.0,11.0,16.0,,70.0,7.5,1017.8,-15.4,0.0,NNW,2.7
2013-03-24 14:00:00,Aotizhongxin,2013,3,14,Sunday,Spring,4.0,8.0,10.0,12.0,,78.0,10.4,1013.6,-15.2,0.0,N,2.0
2013-03-24 21:00:00,Aotizhongxin,2013,3,21,Sunday,Spring,56.0,120.0,32.0,76.0,,26.775,5.2,1014.7,-9.4,0.0,WSW,2.2
2013-03-25 02:00:00,Aotizhongxin,2013,3,2,Monday,Spring,73.0,121.0,42.0,105.0,,,0.5,1017.0,-6.8,0.0,NNE,1.3
2013-03-25 03:00:00,Aotizhongxin,2013,3,3,Monday,Spring,79.0,140.0,26.0,95.0,,,0.3,1017.4,-5.1,0.0,NE,1.2
2013-03-25 09:00:00,Aotizhongxin,2013,3,9,Monday,Spring,120.0,166.0,150.0,85.0,,4.0698,4.3,1018.4,-5.0,0.0,E,2.0
2013-03-25 17:00:00,Aotizhongxin,2013,3,17,Monday,Spring,109.0,140.0,47.0,63.0,1100.0,76.0,9.8,1012.5,-6.1,0.0,WSW,3.6
2013-03-25 20:00:00,Aotizhongxin,2013,3,20,Monday,Spring,146.0,203.0,61.0,108.0,1399.0,40.0,8.5,1013.1,-6.9,0.0,SSW,3.4
2013-03-26 07:00:00,Aotizhongxin,2013,3,7,Tuesday,Spring,182.0,219.0,23.0,71.0,1500.0,2.0,3.2,1010.6,-3.8,0.0,NE,1.4
2013-03-26 08:00:00,Aotizhongxin,2013,3,8,Tuesday,Spring,185.0,237.0,50.0,102.0,2500.0,2.0,4.8,1010.3,-2.5,0.0,NE,1.2
2013-03-26 16:00:00,Aotizhongxin,2013,3,16,Tuesday,Spring,209.0,282.0,101.0,93.0,1500.0,43.0,12.9,1003.4,0.3,0.0,SSW,3.1
2013-03-26 18:00:00,Aotizhongxin,2013,3,18,Tuesday,Spring,204.0,277.0,123.0,116.0,1899.0,20.0,11.8,1003.7,1.4,0.0,SSW,1.2
2013-03-26 21:00:00,Aotizhongxin,2013,3,21,Tuesday,Spring,222.0,298.0,87.0,137.0,2399.0,2.0,7.7,1004.5,2.4,0.0,ESE,0.1
2013-03-26 23:00:00,Aotizhongxin,2013,3,23,Tuesday,Spring,181.0,291.0,55.0,119.0,1700.0,2.0,7.1,1003.5,3.3,0.0,SSW,1.1
2013-03-27 00:00:00,Aotizhongxin,2013,3,0,Wednesday,Spring,143.0,230.0,44.0,86.0,1100.0,2.0,8.0,1002.9,3.8,0.0,SSW,1.5
2013-03-27 01:00:00,Aotizhongxin,2013,3,1,Wednesday,Spring,131.0,212.0,34.0,67.0,900.0,8.0,7.3,1002.8,3.9,0.0,SW,1.9
2013-03-27 02:00:00,Aotizhongxin,2013,3,2,Wednesday,Spring,128.0,187.0,35.0,55.0,900.0,11.0,6.1,1002.2,3.6,0.0,SSW,1.0
2013-03-27 05:00:00,Aotizhongxin,2013,3,5,Wednesday,Spring,135.0,153.0,,64.0,1000.0,2.0,2.8,1001.4,2.2,0.0,SSW,0.5
2013-03-27 16:00:00,Aotizhongxin,2013,3,16,Wednesday,Spring,13.0,49.0,8.0,12.0,,93.6054,17.2,1003.9,-10.6,0.0,N,4.4
2013-03-27 20:00:00,Aotizhongxin,2013,3,20,Wednesday,Spring,11.0,21.0,4.0,25.0,400.0,75.0,10.9,1010.5,-14.8,0.0,NNE,2.7
2013-03-27 23:00:00,Aotizhongxin,2013,3,23,Wednesday,Spring,9.0,20.0,4.0,28.0,400.0,61.0,8.1,1014.0,-14.2,0.0,ENE,2.8
2013-03-28 01:00:00,Aotizhongxin,2013,3,1,Thursday,Spring,16.0,34.0,7.0,34.0,400.0,66.0,5.9,1014.7,-11.7,0.0,ENE,2.0
2013-03-28 07:00:00,Aotizhongxin,2013,3,7,Thursday,Spring,8.0,18.0,14.0,39.0,400.0,48.0,5.4,1017.3,-15.8,0.0,NNE,2.1
2013-03-28 09:00:00,Aotizhongxin,2013,3,9,Thursday,Spring,13.0,32.0,13.0,53.0,500.0,52.0,7.4,1017.7,-16.1,0.0,ENE,1.4
2013-03-28 16:00:00,Aotizhongxin,2013,3,16,Thursday,Spring,3.0,6.0,6.0,12.0,400.0,88.0,14.2,1013.5,-13.0,0.0,NW,1.9
2013-03-29 02:00:00,Aotizhongxin,2013,3,2,Friday,Spring,76.0,168.0,22.0,104.0,1000.0,2.0,2.2,1016.4,-5.7,0.0,ESE,0.4
2013-03-29 05:00:00,Aotizhongxin,2013,3,5,Friday,Spring,84.0,128.0,25.0,96.0,1300.0,2.0,2.2,1017.6,-5.9,0.0,NE,1.2
2013-03-29 09:00:00,Aotizhongxin,2013,3,9,Friday,Spring,100.0,156.0,102.0,87.0,3299.0,4.0,7.9,1018.3,-7.4,0.0,NNE,1.4
2013-03-29 10:00:00,Aotizhongxin,2013,3,10,Friday,Spring,100.0,156.0,102.0,88.0,,12.4236,8.7,1017.6,-7.9,0.0,ENE,2.3
2013-03-29 13:00:00,Aotizhongxin,2013,3,13,Friday,Spring,88.0,146.0,58.0,65.0,2000.0,48.0,9.8,1014.9,-6.1,0.0,NW,0.4
2013-03-30 09:00:00,Aotizhongxin,2013,3,9,Saturday,Spring,77.0,133.0,107.0,85.0,2600.0,14.0,7.3,1018.3,-5.8,0.0,NE,2.8
2013-03-30 14:00:00,Aotizhongxin,2013,3,14,Saturday,Spring,94.0,126.0,72.0,51.0,1600.0,76.0,10.9,1015.0,0.0,0.0,S,1.8
2013-03-31 05:00:00,Aotizhongxin,2013,3,5,Sunday,Spring,96.0,115.0,10.0,80.0,1399.0,2.0,4.5,1016.0,2.2,0.0,SSW,1.7
2013-03-31 09:00:00,Aotizhongxin,2013,3,9,Sunday,Spring,151.0,179.0,11.0,60.0,1399.0,2.0,5.4,1015.5,2.6,0.0,SE,1.3
2013-03-31 13:00:00,Aotizhongxin,2013,3,13,Sunday,Spring,212.0,222.0,16.0,65.0,1399.0,6.0,5.9,1011.9,2.5,0.0,N,2.9
2013-03-31 14:00:00,Aotizhongxin,2013,3,14,Sunday,Spring,221.0,230.0,22.0,73.0,1399.0,6.0,6.0,1010.5,2.8,0.0,NE,2.0
2013-03-31 16:00:00,Aotizhongxin,2013,3,16,Sunday,Spring,226.0,250.0,18.0,67.0,1300.0,7.0,6.9,1009.4,3.0,0.0,N,1.6
2013-03-31 18:00:00,Aotizhongxin,2013,3,18,Sunday,Spring,228.0,245.0,24.0,75.0,1399.0,3.0,5.7,1009.6,2.7,0.0,N,2.3
2013-03-31 22:00:00,Aotizhongxin,2013,3,22,Sunday,Spring,229.0,280.0,17.0,69.0,1700.0,2.0,6.5,1009.7,2.9,0.0,NE,2.0
2013-04-01 03:00:00,Aotizhongxin,2013,4,3,Monday,Spring,242.0,267.0,20.0,78.0,2299.0,2.0,5.5,1007.9,3.5,0.0,E,0.8
2013-04-01 04:00:00,Aotizhongxin,2013,4,4,Monday,Spring,242.0,267.0,20.0,78.0,2600.0,2.0,4.6,1007.5,3.1,0.0,ENE,0.5
2013-04-01 12:00:00,Aotizhongxin,2013,4,12,Monday,Spring,27.0,66.0,22.0,18.0,600.0,62.0,15.7,1011.1,-4.8,0.0,NNW,5.2
2013-04-01 14:00:00,Aotizhongxin,2013,4,14,Monday,Spring,34.0,45.0,19.0,13.0,800.0,100.0,16.7,1011.5,-7.8,0.0,NNW,6.2
2013-04-01 18:00:00,Aotizhongxin,2013,4,18,Monday,Spring,13.0,17.0,10.0,16.0,700.0,96.0,12.8,1014.5,-10.3,0.0,NNE,2.6
